log,template
"PCI interrupt 0000:02:0e.0[A] -> GSI 46 (level, low) -> IRQ 177","PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
"PCI interrupt 0000:06:07.0[A] -> GSI 64 (level, low) -> IRQ 185","PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
"PCI interrupt 0000:07:08.0[A] -> GSI 65 (level, low) -> IRQ 193","PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
"PCI interrupt 0000:09:0d.0[A] -> GSI 18 (level, low) -> IRQ 201","PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
Power Button (FF) [PWRF],Power Button (FF) [PWRF]
Processor [CPU2] (supports C1),Processor [CPU<*>] (supports C1)
RSDP (v000 DELL ) @ 0x00000000000fd650,RSDP (<*> DELL ) @ <*>
RSDT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd664,<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>
SPCR (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd7cc,<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>
Subsystem revision 20040816,Subsystem revision <*>
Using IOAPIC for interrupt routing,Using IOAPIC for interrupt routing
Intel(R) Xeon(TM) CPU 3.60GHz stepping 03,Intel(R) Xeon(TM) CPU <*> stepping <*>
L2 cache: 2048K,L2 cache: <*>K
Physical Processor ID: 3,Physical Processor ID: <*>
"Trace cache: 12K uops, L1 D cache: 16K","Trace cache: <*> uops, L1 D cache: <*>"
colour VGA+ 80x25,colour VGA+ <*>
mounted filesystem with ordered data mode.,mounted filesystem with ordered data mode.
"sys_ia32.c,v 1.32 2002/03/24 13:02:28 ak Exp $",<*> <*>.<*> <*>/<*>/<*> <*>:<*>:<*> ak Exp $
"apic_id 9, version 32, address 0xfec80000, GSI 32-55","apic_id <*>, version <*>, address <*>, GSI <*>"
"routing cache hash table of 65536 buckets, 1024Kbytes","routing cache hash table of <*> buckets, <*>Kbytes"
PCI Hot Plug PCI Core version: 0.5,PCI Hot Plug PCI Core version: <*>.<*>
"root=LABEL=/ initrd=/x86_64/initrd-2.6.9-5.0.5.EL-lustre-1.4.2-perfctr-admin console=tty0 console=ttyS0,19200 fastboot BOOT_IMAGE=/x86_64/vmlinuz-2.6.9-5.0.5.EL-lustre-1.4.2-perfctr","root=LABEL=/ initrd=/<*> console=<*> console=<*>,<*> fastboot BOOT_IMAGE=<*>"
Registered protocol family 17,Registered protocol family <*>
Registered protocol family 2,Registered protocol family <*>
Using software bounce buffering for IO (SWIOTLB),Using software bounce buffering for IO (SWIOTLB)
Probing PCI hardware (bus 00),Probing PCI hardware (bus <*>)
Transparent bridge - 0000:00:1e.0,Transparent bridge - <*>
Using ACPI for IRQ routing,Using ACPI for IRQ routing
Using MMCONFIG at e0000000,Using MMCONFIG at <*>
Using configuration type 1,Using configuration type <*>
Compressed image found at block 0,Compressed image found at block <*>
Disabled at runtime.,Disabled at runtime.
Initializing.,Initializing.
Registering netfilter hooks,Registering netfilter hooks
Starting in permissive mode,Starting in permissive mode
Hash tables configured (established 262144 bind 65536),Hash tables configured (established <*> bind <*>)
Direct-Access ANSI SCSI revision: 02,Direct-Access ANSI SCSI revision: <*>
Processor ANSI SCSI revision: 02,Processor ANSI SCSI revision: <*>
Disk quotas dquot_6.5.1,Disk quotas dquot_<*>.<*>.<*> **********
Mounted root (ext2 filesystem).,Mounted root (ext2 filesystem).
MegaRAID Model: LD 0 RAID1 139G Rev: 516A,MegaRAID Model: LD <*> RAID1 <*> Rev: <*>
PE/PV Model: 1x2 SCSI BP Rev: 1.0,PE/PV Model: <*> SCSI BP Rev: <*>.<*>
initialized,initialized
initializing netlink socket (disabled),initializing netlink socket (disabled)
passed.,passed.
4.1.0-ioctl (2003-12-10) initialised: #36#@#37#,<*>.<*>.<*>-ioctl (<*><*><*>) initialised: #<*>#@#<*>#
allocating divert_blk for eth1,allocating divert_blk for eth1
not allocating divert_blk for non-ethernet device lo,not allocating divert_blk for non-ethernet device <*>
v2.0:USB HID core driver,v<*>.<*>:USB HID core driver
eth0: e1000_watchdog: NIC Link is Up 1000 Mbps Full Duplex,eth0: <*>: NIC Link is Up <*> Mbps Full Duplex
eth1: e1000_probe: Intel(R) PRO/1000 Network Connection,eth1: <*>: Intel(R) PRO/<*> Network Connection
no floppy controllers found,no floppy controllers found
RNG not detected,RNG not detected
Wait for ready failed before probe !,Wait for ready failed before probe !
Assuming 33MHz system bus speed for PIO modes; override with idebus=xx,Assuming <*>MHz system bus speed for PIO modes; override with idebus=xx
Unknown cmd fd(5) cmd(80081272){00} arg(ffffda44) on /dev/sda,Unknown cmd fd(<*>) cmd(<*>){<*>} arg(<*>) on /dev/sda
(C) 2000-2002 Netfilter core team,(C) <*>-<*> Netfilter core team
Installing public key data,Installing public key data
... autorun DONE.,... autorun DONE.
Autodetecting RAID arrays.,Autodetecting RAID arrays.
autorun ...,autorun ...
"md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27","md driver <*>.<*>.<*> MAX_MD_DEVS=<*>, MD_SB_DISKS=<*>"
#38#-rh1 (Release Date: Fri Dec 10 19:02:14 EST 2004),<*> (Release Date: <*> <*>)
#39# (Release Date: Mon Sep 27 22:15:07 EDT 2004),<*> (Release Date: <*> <*>)
fw version:[516A] bios version:[H418],fw version:[<*>] bios version:[<*>]
probe new device 0x1028:0x0013:0x1028:0x016c: bus 2:slot 14:func 0,probe new device <*>:<*>:<*>:<*>: bus <*>:slot <*>:func <*>
PS/2 mouse device common for all mice,PS/<*> mouse device common for all mice
v2.0 (20020519),v<*>.<*> (<*>)
rpc.statd startup succeeded,rpc.statd startup succeeded
portmap startup succeeded,portmap startup succeeded
Starting ts_fixup: succeeded,Starting ts_fixup: succeeded
Version 1.0.6 Starting,Version <*>.<*>.<*> Starting
LSI Logic MegaRAID driver,LSI Logic MegaRAID driver
scanning scsi channel 0 [Phy 0] for non-raid devices,scanning scsi channel <*> [Phy <*>] for non-raid devices
scanning scsi channel 1 [virtual] for logical drives,scanning scsi channel <*> [virtual] for logical drives
asking for cache data failed,asking for cache data failed
assuming drive cache: write through,assuming drive cache: write through
sda1 sda2 sda3 sda4,sda1 sda2 sda3 sda4
Registering secondary module capability,Registering secondary module capability
"i8042 AUX port at 0x60,0x64 irq 12","<*> AUX port at <*>,<*> irq <*>"
"i8042 KBD port at 0x60,0x64 irq 1","<*> KBD port at <*>,<*> irq <*>"
syslog-ng startup succeeded,syslog-ng startup succeeded
syslog-ng version 1.6.7 starting,syslog-ng version <*>.<*>.<*> starting
Detected 3591.360 MHz processor.,Detected <*>.<*> MHz processor.
Using 14.318180 MHz HPET timer.,Using <*>.<*> MHz HPET timer.
Using HPET based timekeeping.,Using HPET based timekeeping.
Creating Topspin /dev entries:,Creating Topspin /dev entries:
registered new driver hiddev,registered new driver hiddev
registered new driver hub,registered new driver hub
registered new driver usbfs,registered new driver usbfs
registered new driver usbhid,registered new driver usbhid
probe of vesafb0 failed with error -6,probe of vesafb0 failed with error <*>
"connection from ""#28#""","connection from ""#<*>#"""
"User #29#, coming from #30#, authenticated.","User #<*>#, coming from #<*>#, authenticated."
Now running on #29#'s privileges.,Now running on #<*>#'s privileges.
Mounting NFS filesystems: succeeded,Mounting NFS filesystems: succeeded
Mounting other filesystems: failed,Mounting other filesystems: failed
Warning: we failed to resolve data source name an14 an15 an16 an17 an18 an19 an20 an21 an22 an23 an24 an25 an26 an27 an28 an29 an30 an31 an32 an33 an34 an35 an36 an37 an38 an39 an40 an41 an42 an43 an44 an45 an46 an47 an48 an49 an50 an51 an52 an53 an54 an55 an56 an57 an58 an59 an60 an61 an62 an63 an64 an65 an66 an67 an68 an69 an70 an71 an72 an73 an74 an75 an76 an77 an78 an79 an80 an81 an82 an83 an84 an85 an86 an87 an88 an89 an90 an91 an92 an93 an94 an95 an96 an97 an98 an99 an100 an101 an102 an103 an104 an105 an106 an107 an108 an109 an110 an111 an112 an113 an114 an115 an116 an117 an118 an119 an120 an121 an122 an123 an124 an125 an126 an127 an128,Warning: we failed to resolve data source name <*>
Warning: we failed to resolve data source name an142 an143 an144 an145 an146 an147 an148 an149 an150 an151 an152 an153 an154 an155 an156 an157 an158 an159 an160 an161 an162 an163 an164 an165 an166 an167 an168 an169 an170 an171 an172 an173 an174 an175 an176 an177 an178 an179 an180 an181 an182 an183 an184 an185 an186 an187 an188 an189 an190 an191 an192 an193 an194 an195 an196 an197 an198 an199 an200 an201 an202 an203 an204 an205 an206 an207 an208 an209 an210 an211 an212 an213 an214 an215 an216 an217 an218 an219 an220 an221 an222 an223 an224 an225 an226 an227 an228 an229 an230 an231 an232 an233 an234 an235 an236 an237 an238 an239 an240 an241 an242 an243 an244 an245 an246 an247 an248 an249 an250 an251 an252 an253 an254 an255 an256,Warning: we failed to resolve data source name <*>
Warning: we failed to resolve data source name an270 an271 an272 an273 an274 an275 an276 an277 an278 an279 an280 an281 an282 an283 an284 an285 an286 an287 an288 an289 an290 an291 an292 an293 an294 an295 an296 an297 an298 an299 an300 an301 an302 an303 an304 an305 an306 an307 an308 an309 an310 an311 an312 an313 an314 an315 an316 an317 an318 an319 an320 an321 an322 an323 an324 an325 an326 an327 an328 an329 an330 an331 an332 an333 an334 an335 an336 an337 an338 an339 an340 an341 an342 an343 an344 an345 an346 an347 an348 an349 an350 an351 an352 an353 an354 an355 an356 an357 an358 an359 an360 an361 an362 an363 an364 an365 an366 an367 an368 an369 an370 an371 an372 an373 an374 an375 an376 an377 an378 an379 an380 an381 an382 an383 an384,Warning: we failed to resolve data source name <*>
Warning: we failed to resolve data source name an398 an399 an400 an401 an402 an403 an404 an405 an406 an407 an408 an409 an410 an411 an412 an413 an414 an415 an416 an417 an418 an419 an420 an421 an422 an423 an424 an425 an426 an427 an428 an429 an430 an431 an432 an433 an434 an435 an436 an437 an438 an439 an440 an441 an442 an443 an444 an445 an446 an447 an448 an449 an450 an451 an452 an453 an454 an455 an456 an457 an458 an459 an460 an461 an462 an463 an464 an465 an466 an467 an468 an469 an470 an471 an472 an473 an474 an475 an476 an477 an478 an479 an480 an481 an482 an483 an484 an485 an486 an487 an488 an489 an490 an491 an492 an493 an494 an495 an496 an497 an498 an499 an500 an501 an502 an503 an504 an505 an506 an507 an508 an509 an510 an511 an512,Warning: we failed to resolve data source name <*>
Warning: we failed to resolve data source name an526 an527 an528 an529 an530 an531 an532 an533 an534 an535 an536 an537 an538 an539 an540 an541 an542 an543 an544 an545 an546 an547 an548 an549 an550 an551 an552 an553 an554 an555 an556 an557 an558 an559 an560 an561 an562 an563 an564 an565 an566 an567 an568 an569 an570 an571 an572 an573 an574 an575 an576 an577 an578 an579 an580 an581 an582 an583 an584 an585 an586 an587 an588 an589 an590 an591 an592 an593 an594 an595 an596 an597 an598 an599 an600 an601 an602 an603 an604 an605 an606 an607 an608 an609 an610 an611 an612 an613 an614 an615 an616 an617 an618 an619 an620 an621 an622 an623 an624 an625 an626 an627 an628 an629 an630 an631 an632 an633 an634 an635 an636 an637 an638 an639 an640,Warning: we failed to resolve data source name <*>
Warning: we failed to resolve data source name an782 an783 an784 an785 an786 an787 an788 an789 an790 an791 an792 an793 an794 an795 an796 an797 an798 an799 an800 an801 an802 an803 an804 an805 an806 an807 an808 an809 an810 an811 an812 an813 an814 an815 an816 an817 an818 an819 an820 an821 an822 an823 an824 an825 an826 an827 an828 an829 an830 an831 an832 an833 an834 an835 an836 an837 an838 an839 an840 an841 an842 an843 an844 an845 an846 an847 an848 an849 an850 an851 an852 an853 an854 an855 an856 an857 an858 an859 an860 an861 an862 an863 an864 an865 an866 an867 an868 an869 an870 an871 an872 an873 an874 an875 an876 an877 an878 an879 an880 an881 an882 an883 an884 an885 an886 an887 an888 an889 an890 an891 an892 an893 an894 an895 an896,Warning: we failed to resolve data source name <*>
Warning: we failed to resolve data source name bn270 bn271 bn272 bn273 bn274 bn275 bn276 bn277 bn278 bn279 bn280 bn281 bn282 bn283 bn284 bn285 bn286 bn287 bn288 bn289 bn290 bn291 bn292 bn293 bn294 bn295 bn296 bn297 bn298 bn299 bn300 bn301 bn302 bn303 bn304 bn305 bn306 bn307 bn308 bn309 bn310 bn311 bn312 bn313 bn314 bn315 bn316 bn317 bn318 bn319 bn320 bn321 bn322 bn323 bn324 bn325 bn326 bn327 bn328 bn329 bn330 bn331 bn332 bn333 bn334 bn335 bn336 bn337 bn338 bn339 bn340 bn341 bn342 bn343 bn344 bn345 bn346 bn347 bn348 bn349 bn350 bn351 bn352 bn353 bn354 bn355 bn356 bn357 bn358 bn359 bn360 bn361 bn362 bn363 bn364 bn365 bn366 bn367 bn368 bn369 bn370 bn371 bn372 bn373 bn374 bn375 bn376 bn377 bn378 bn379 bn380 bn381 bn382 bn383 bn384,Warning: we failed to resolve data source name <*>
Warning: we failed to resolve data source name dadmin2 dadmin3 dadmin4,Warning: we failed to resolve data source name <*>
RRD_update (/var/lib/ganglia/rrds/unspecified/badmin3/disk_total.rrd): illegal attempt to update using time 1131559854 when last update time is 1131559854 (minimum one second step),RRD_update (/var/lib/ganglia/rrds/<*>.rrd): illegal attempt to update using time <*> when last update time is <*> (minimum one second step)
Warning: we failed to resolve data source name bn910 bn911 bn912 bn913 bn914 bn915 bn916 bn917 bn918 bn919 bn920 bn921 bn922 bn923 bn924 bn925 bn926 bn927 bn928 bn929 bn930 bn931 bn932 bn933 bn934 bn935 bn936 bn937 bn938 bn939 bn940 bn941 bn942 bn943 bn944 bn945 bn946 bn947 bn948 bn949 bn950 bn951 bn952 bn953 bn954 bn955 bn956 bn957 bn958 bn959 bn960 bn961 bn962 bn963 bn964 bn965 bn966 bn967 bn968 bn969 bn970 bn971 bn972 bn973 bn974 bn975 bn976 bn977 bn978 bn979 bn980 bn981 bn982 bn983 bn984 bn985 bn986 bn987 bn988 bn989 bn990 bn991 bn992 bn993 bn994 bn995 bn996 bn997 bn998 bn999 bn1000 bn1001 bn1002 bn1003 bn1004 bn1005 bn1006 bn1007 bn1008 bn1009 bn1010 bn1011 bn1012 bn1013 bn1014 bn1015 bn1016 bn1017 bn1018 bn1019 bn1020 bn1021 bn1022 bn1023 bn1024,Warning: we failed to resolve data source name <*>
